[2020-08-08T13:29:27.227+0300][0.033s][info][gc] Using Serial
[2020-08-08T13:29:27.682+0300][0.488s][info][gc] GC(0) Pause Young (Allocation Failure) 136M->126M(494M) 161.899ms
[2020-08-08T13:29:27.958+0300][0.764s][info][gc] GC(1) Pause Young (Allocation Failure) 262M->255M(494M) 239.352ms
[2020-08-08T13:29:28.002+0300][0.808s][info][gc] GC(2) Pause Young (Allocation Failure) 392M->392M(494M) 0.052ms
[2020-08-08T13:29:28.242+0300][1.048s][info][gc] GC(3) Pause Full (Allocation Failure) 392M->124M(494M) 239.622ms
[2020-08-08T13:29:28.400+0300][1.206s][info][gc] GC(4) Pause Young (Allocation Failure) 260M->256M(494M) 115.172ms
[2020-08-08T13:29:28.431+0300][1.237s][info][gc] GC(5) Pause Young (Allocation Failure) 392M->392M(494M) 0.053ms
[2020-08-08T13:29:28.639+0300][1.445s][info][gc] GC(6) Pause Full (Allocation Failure) 392M->123M(494M) 208.774ms
[2020-08-08T13:29:28.773+0300][1.579s][info][gc] GC(7) Pause Young (Allocation Failure) 260M->259M(494M) 112.219ms
[2020-08-08T13:29:28.796+0300][1.602s][info][gc] GC(8) Pause Young (Allocation Failure) 396M->396M(494M) 0.044ms
[2020-08-08T13:29:28.998+0300][1.804s][info][gc] GC(9) Pause Full (Allocation Failure) 396M->128M(494M) 201.885ms
[2020-08-08T13:29:29.131+0300][1.937s][info][gc] GC(10) Pause Young (Allocation Failure) 265M->264M(494M) 110.316ms
[2020-08-08T13:29:29.153+0300][1.959s][info][gc] GC(11) Pause Young (Allocation Failure) 401M->401M(494M) 0.042ms
[2020-08-08T13:29:29.362+0300][2.168s][info][gc] GC(12) Pause Full (Allocation Failure) 401M->134M(494M) 208.827ms
[2020-08-08T13:29:29.386+0300][2.192s][info][gc] GC(13) Pause Young (Allocation Failure) 270M->135M(494M) 1.185ms
[2020-08-08T13:29:29.410+0300][2.216s][info][gc] GC(14) Pause Young (Allocation Failure) 270M->135M(494M) 1.178ms
[2020-08-08T13:29:29.435+0300][2.241s][info][gc] GC(15) Pause Young (Allocation Failure) 270M->135M(494M) 1.227ms
[2020-08-08T13:29:29.458+0300][2.265s][info][gc] GC(16) Pause Young (Allocation Failure) 270M->135M(494M) 1.181ms
[2020-08-08T13:29:29.482+0300][2.288s][info][gc] GC(17) Pause Young (Allocation Failure) 270M->135M(494M) 1.177ms
[2020-08-08T13:29:29.504+0300][2.310s][info][gc] GC(18) Pause Young (Allocation Failure) 270M->135M(494M) 1.182ms
[2020-08-08T13:29:29.526+0300][2.333s][info][gc] GC(19) Pause Young (Allocation Failure) 270M->135M(494M) 1.375ms
[2020-08-08T13:29:29.548+0300][2.354s][info][gc] GC(20) Pause Young (Allocation Failure) 270M->135M(494M) 1.184ms
[2020-08-08T13:29:29.570+0300][2.377s][info][gc] GC(21) Pause Young (Allocation Failure) 270M->135M(494M) 1.179ms
[2020-08-08T13:29:29.595+0300][2.402s][info][gc] GC(22) Pause Young (Allocation Failure) 270M->135M(494M) 1.187ms
[2020-08-08T13:29:29.621+0300][2.428s][info][gc] GC(23) Pause Young (Allocation Failure) 270M->135M(494M) 1.512ms
[2020-08-08T13:29:29.650+0300][2.456s][info][gc] GC(24) Pause Young (Allocation Failure) 270M->135M(494M) 1.258ms
[2020-08-08T13:29:29.674+0300][2.481s][info][gc] GC(25) Pause Young (Allocation Failure) 270M->135M(494M) 1.342ms
[2020-08-08T13:29:29.709+0300][2.516s][info][gc] GC(26) Pause Young (Allocation Failure) 271M->135M(494M) 1.274ms
[2020-08-08T13:29:29.736+0300][2.542s][info][gc] GC(27) Pause Young (Allocation Failure) 270M->135M(494M) 1.199ms
[2020-08-08T13:29:29.757+0300][2.563s][info][gc] GC(28) Pause Young (Allocation Failure) 270M->135M(494M) 1.194ms
[2020-08-08T13:29:29.778+0300][2.585s][info][gc] GC(29) Pause Young (Allocation Failure) 270M->135M(494M) 0.201ms
[2020-08-08T13:29:29.801+0300][2.608s][info][gc] GC(30) Pause Young (Allocation Failure) 270M->135M(494M) 0.264ms
[2020-08-08T13:29:29.828+0300][2.634s][info][gc] GC(31) Pause Young (Allocation Failure) 270M->135M(494M) 0.200ms
